trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
0,0,0,0,0,0,x,x,yes,yes,True,s,0,s,0,0.800346446573,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
1,0,1,0,0,1,m,m,no,no,True,s,0,z,90,1.78056358767,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
2,0,2,0,0,2,x,x,yes,yes,True,l,270,l,270,0.760373511235,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
3,0,3,0,0,3,m,m,no,no,True,t,270,s,90,0.800323721487,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
4,0,4,0,0,4,m,m,no,no,True,s,0,t,270,1.6600968159,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
5,0,5,0,0,5,m,m,no,no,True,o,0,t,270,0.780265963404,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
6,0,6,0,0,6,m,m,no,no,True,l,270,i,0,1.06026747345,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
7,0,7,0,0,7,m,m,no,no,True,l,90,t,180,0.901952921762,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
8,0,8,0,0,8,x,x,yes,yes,True,t,270,t,0,0.960304896347,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
9,0,9,0,0,9,m,m,no,no,True,i,0,z,0,0.860213666456,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
10,0,10,0,0,10,m,m,no,no,True,j,0,i,0,0.840550663765,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
11,0,11,0,0,11,m,m,no,no,True,l,270,s,0,0.680545664276,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
12,0,12,0,0,12,m,m,no,no,True,o,0,l,0,0.640389096225,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
13,0,13,0,0,13,x,x,yes,yes,True,s,90,s,0,1.04025773099,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
14,0,14,0,0,14,x,x,yes,yes,True,l,90,l,270,0.98041396914,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
15,0,15,0,0,15,x,x,yes,yes,True,t,270,t,90,0.620170796872,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
16,0,16,0,0,16,m,m,no,no,True,l,90,t,90,1.86023455882,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
17,0,17,0,0,17,x,x,yes,yes,True,l,90,l,180,0.860612453776,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
18,0,18,0,0,18,x,x,yes,yes,True,l,180,l,0,0.920204041293,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
19,0,19,0,0,19,m,m,no,no,True,s,0,i,0,2.19194134302,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
20,0,20,0,0,20,m,m,no,no,True,s,90,j,270,1.4609707027,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
21,0,21,0,0,21,x,x,yes,yes,True,l,180,l,90,1.67978071095,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
22,0,22,0,0,22,x,x,yes,yes,True,j,90,j,180,0.681189661962,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
23,0,23,0,0,23,x,x,yes,yes,True,l,0,l,0,0.54077509162,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
24,0,24,0,0,24,m,m,no,no,True,t,0,l,0,0.640316522797,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
25,0,25,0,0,25,x,x,yes,yes,True,j,270,j,90,0.760479072691,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
26,0,26,0,0,26,x,x,yes,yes,True,l,180,l,270,0.578969611088,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
27,0,27,0,0,27,x,x,yes,yes,True,j,180,j,270,0.580107328133,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
28,0,28,0,0,28,m,m,no,no,True,j,0,s,90,0.760243025725,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
29,0,29,0,0,29,m,m,no,no,True,s,90,t,0,0.740159243695,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
30,0,30,0,0,30,m,m,no,no,True,z,90,l,180,0.680371194845,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
31,0,31,0,0,31,x,x,yes,yes,True,l,90,l,90,0.760320364148,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
32,0,32,0,0,32,m,m,no,no,True,l,90,j,0,1.54102066834,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
33,0,33,0,0,33,x,x,yes,yes,True,j,180,j,0,1.59892877203,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
34,0,34,0,0,34,m,m,no,no,True,t,270,j,90,1.0403174758,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
35,0,35,0,0,35,x,x,yes,yes,True,z,0,z,0,0.699742437573,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
36,0,36,0,0,36,m,m,no,no,True,j,180,z,0,1.04039151536,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
37,0,37,0,0,37,x,x,yes,yes,True,t,270,t,270,0.760296905995,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
38,0,38,0,0,38,x,x,yes,yes,True,l,270,l,90,1.03738301655,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
39,0,39,0,0,39,m,m,no,no,True,t,0,z,90,0.720236369525,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
40,0,40,0,0,40,m,m,no,no,True,s,0,o,0,0.740778683685,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
41,0,41,0,0,41,m,m,no,no,True,z,0,l,270,1.27878132334,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
42,0,42,0,0,42,m,x,no,yes,False,z,0,z,90,1.00010556146,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
43,0,43,0,0,43,x,x,yes,yes,True,j,0,j,90,0.821398240863,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
44,0,44,0,0,44,m,m,no,no,True,t,90,l,270,1.18031493213,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
45,0,45,0,0,45,x,x,yes,yes,True,z,90,z,90,0.58005674649,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
46,0,46,0,0,46,x,x,yes,yes,True,l,0,l,180,1.76037351135,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
47,0,47,0,0,47,m,m,no,no,True,l,90,o,0,1.0401888229,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
48,0,48,0,0,48,x,x,yes,yes,True,t,180,t,90,0.860775194247,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
49,0,49,0,0,49,x,x,yes,yes,True,t,180,t,0,0.780236640712,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
50,0,50,0,0,50,m,m,no,no,True,s,90,l,0,0.660491571296,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
51,0,51,0,0,51,x,x,yes,yes,True,j,90,j,90,0.720416336902,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
52,0,52,0,0,52,m,m,no,no,True,z,0,s,0,0.940111521166,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
53,0,53,0,0,53,x,x,yes,yes,True,j,0,j,180,1.08037764567,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
54,0,54,0,0,54,m,m,no,no,True,z,90,t,0,0.800327386823,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
55,0,55,0,0,55,m,m,no,no,True,j,270,l,0,1.16059768258,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
56,0,56,0,0,56,m,m,no,no,True,t,180,i,90,0.800480230828,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
57,0,57,0,0,57,m,m,no,no,True,i,90,j,0,1.12042755284,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
58,0,58,0,0,58,x,x,yes,yes,True,j,0,j,0,0.699210232357,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
59,0,59,0,0,59,m,m,no,no,True,j,180,t,0,0.879268225166,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
60,0,60,0,0,60,x,x,yes,yes,True,j,0,j,270,1.60186139867,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
61,0,61,0,0,61,m,m,no,no,True,l,90,z,90,0.859805715736,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
62,0,62,0,0,62,x,x,yes,yes,True,t,270,t,180,1.08036591671,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
63,0,63,0,0,63,x,x,yes,yes,True,t,90,t,0,0.820480443537,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
64,0,64,0,0,64,x,x,yes,yes,True,i,0,i,0,0.840209421935,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
65,0,65,0,0,65,x,x,yes,yes,True,t,180,t,270,0.76052159036,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
66,0,66,0,0,66,x,x,yes,yes,True,z,90,z,0,1.7589275405,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
67,0,67,0,0,67,m,m,no,no,True,j,0,l,270,1.44037010986,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
68,0,68,0,0,68,x,x,yes,yes,True,j,180,j,90,1.31983296375,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
69,0,69,0,0,69,x,x,yes,yes,True,t,0,t,0,1.02033229102,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
70,0,70,0,0,70,x,x,yes,yes,True,s,90,s,90,0.880412173225,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
71,0,71,0,0,71,m,x,no,yes,False,j,270,j,180,1.2204267832,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
72,0,72,0,0,72,m,m,no,no,True,t,270,s,0,1.54025058367,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
73,0,73,0,0,73,x,x,yes,yes,True,j,270,j,0,0.660600798088,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
74,0,74,0,0,74,m,m,no,no,True,z,90,i,0,0.660377946333,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
75,0,75,0,0,75,m,m,no,no,True,i,0,t,90,0.680326477857,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
76,0,76,0,0,76,m,m,no,no,True,z,90,j,270,0.800379800959,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
77,0,77,0,0,77,x,x,yes,yes,True,t,0,t,270,0.660320034134,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
78,0,78,0,0,78,m,m,no,no,True,j,90,l,180,1.3005199997,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
79,0,79,0,0,79,x,x,yes,yes,True,l,180,l,180,0.680307418224,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
80,0,80,0,0,80,x,x,yes,yes,True,t,90,t,270,1.12035241374,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
81,0,81,0,0,81,x,x,yes,yes,True,t,90,t,180,0.680133315152,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
82,0,82,0,0,82,m,m,no,no,True,j,270,i,0,0.620053139864,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
83,0,83,0,0,83,x,x,yes,yes,True,t,0,t,90,1.13982775167,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
84,0,84,0,0,84,m,m,no,no,True,t,180,z,0,0.660282281344,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
85,0,85,0,0,85,m,m,no,no,True,o,0,t,0,1.20009192626,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
86,0,86,0,0,86,m,m,no,no,True,t,270,z,90,1.62012864556,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
87,0,87,0,0,87,m,m,no,no,True,s,0,l,0,3.1798050853,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
88,0,88,0,0,88,m,m,no,no,True,t,180,z,90,1.46021381312,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
89,0,89,0,0,89,m,m,no,no,True,s,90,l,270,1.10047388985,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
90,0,90,0,0,90,x,x,yes,yes,True,l,270,l,0,0.779435400735,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
91,0,91,0,0,91,m,m,no,no,True,l,90,i,0,0.560385680175,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
92,0,92,0,0,92,x,x,yes,yes,True,j,270,j,270,0.840283828089,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
93,0,93,0,0,93,x,x,yes,yes,True,t,180,t,180,0.700224794331,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
94,0,94,0,0,94,x,x,yes,yes,True,o,0,o,0,0.680680181715,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
95,0,95,0,0,95,m,m,no,no,True,s,90,t,270,0.790213655448,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
96,0,96,0,0,96,x,x,yes,yes,True,s,0,s,90,0.85996662348,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
97,0,97,0,0,97,m,m,no,no,True,i,90,o,0,0.641660964,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
98,0,98,0,0,98,x,x,yes,yes,True,j,90,j,0,1.40037298354,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
99,0,99,0,0,99,x,x,yes,yes,True,i,90,i,90,0.640406689723,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
100,0,100,0,0,100,x,x,yes,yes,True,l,0,l,90,1.41997514176,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
101,0,101,0,0,101,x,x,yes,yes,True,t,90,t,90,0.600313165342,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
102,0,102,0,0,102,m,m,no,no,True,l,180,i,0,0.801015368314,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
103,0,103,0,0,103,x,x,yes,yes,True,i,0,i,90,0.740359003888,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
104,0,104,0,0,104,x,x,yes,yes,True,l,270,l,180,0.620696770959,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
105,0,105,0,0,105,x,x,yes,yes,True,t,0,t,180,0.540234822663,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
106,0,106,0,0,106,m,m,no,no,True,l,180,t,90,0.618951709708,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
107,0,107,0,0,107,m,x,no,yes,False,i,90,i,0,0.520269430708,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
108,0,108,0,0,108,m,m,no,no,True,z,90,l,90,0.680150908651,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
109,0,109,0,0,109,m,m,no,no,True,o,0,t,180,0.620476851473,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
110,0,110,0,0,110,x,m,yes,no,False,j,180,i,0,0.620250700857,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
111,0,111,0,0,111,x,x,yes,yes,True,j,180,j,180,0.680081634084,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
112,0,112,0,0,112,m,m,no,no,True,s,90,j,0,0.901591887348,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
113,0,113,0,0,113,m,m,no,no,True,o,0,l,270,0.6413061606,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
114,0,114,0,0,114,x,x,yes,yes,True,l,90,l,0,0.820285814814,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
115,0,115,0,0,115,m,m,no,no,True,t,270,j,180,2.00031778368,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
116,0,116,0,0,116,m,m,no,no,True,j,270,t,90,3.42153950245,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
117,0,117,0,0,117,m,m,no,no,True,z,0,t,270,2.64030772611,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
118,0,118,0,0,118,x,x,yes,yes,True,l,0,l,270,1.74080617365,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
119,0,119,0,0,119,x,x,yes,yes,True,j,90,j,270,1.04017819348,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
120,0,120,0,0,120,m,m,no,no,True,l,0,t,270,0.880350229214,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
0,0,0,0,1,0,m,m,no,no,True,z,90,l,270,1.22025707853,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
1,0,1,0,1,1,m,m,no,no,True,i,0,l,180,0.720252496889,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
2,0,2,0,1,2,x,x,yes,yes,True,o,0,o,0,0.620326939621,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
3,0,3,0,1,3,m,m,no,no,True,t,90,i,0,1.24087856384,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
4,0,4,0,1,4,x,x,yes,yes,True,j,90,j,90,8.10096724262,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
5,0,5,0,1,5,x,x,yes,yes,True,j,180,j,90,2.0011380834,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
6,0,6,0,1,6,x,x,yes,yes,True,i,90,i,0,1.4002538604,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
7,0,7,0,1,7,x,x,yes,yes,True,l,0,l,270,2.60144611739,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
8,0,8,0,1,8,x,x,yes,yes,True,z,90,z,90,1.16113355313,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
9,0,9,0,1,9,x,x,yes,yes,True,l,90,l,0,0.680314382189,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
10,0,10,0,1,10,x,x,yes,yes,True,t,270,t,0,0.80010050314,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
11,0,11,0,1,11,m,m,no,no,True,t,180,i,0,0.59973184485,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
12,0,12,0,1,12,m,m,no,no,True,t,270,l,90,1.02027144667,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
13,0,13,0,1,13,x,x,yes,yes,True,l,0,l,180,1.68034663715,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
14,0,14,0,1,14,m,m,no,no,True,t,0,j,0,0.727327307337,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
15,0,15,0,1,15,m,m,no,no,True,j,90,s,90,0.860251419363,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
16,0,16,0,1,16,x,x,yes,yes,True,t,90,t,180,0.680249872617,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
17,0,17,0,1,17,x,x,yes,yes,True,t,0,t,90,0.841397353914,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
18,0,18,0,1,18,m,m,no,no,True,j,270,s,0,0.960222060094,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
19,0,19,0,1,19,x,x,yes,yes,True,t,180,t,90,1.44044744829,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
20,0,20,0,1,20,x,x,yes,yes,True,j,180,j,270,1.1403002122,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
21,0,21,0,1,21,x,x,yes,yes,True,l,90,l,270,0.940150740091,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
22,0,22,0,1,22,x,x,yes,yes,True,t,270,t,90,0.580177702243,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
23,0,23,0,1,23,x,x,yes,yes,True,j,270,j,90,0.599798187264,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
24,0,24,0,1,24,x,x,yes,yes,True,j,0,j,90,0.920237762271,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
25,0,25,0,1,25,x,x,yes,yes,True,l,270,l,0,0.840810535359,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
26,0,26,0,1,26,m,m,no,no,True,l,90,z,0,0.878360690665,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
27,0,27,0,1,27,x,x,yes,yes,True,t,180,t,180,0.660265787388,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
