trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Block_Number,Trial_Number,Subject_Key,Correct_Key,Subject_Response,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt,date,frameRate,expName,session,participant,
59,0,59,0,2,59,x,x,yes,yes,True,l,90,l,90,0.920851337723,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
60,0,60,0,2,60,m,m,no,no,True,l,90,j,180,1.13942200015,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
61,0,61,0,2,61,x,x,yes,yes,True,j,180,j,180,0.92042909225,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
62,0,62,0,2,62,x,x,yes,yes,True,t,90,t,0,0.72031957237,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
63,0,63,0,2,63,x,x,yes,yes,True,j,180,j,90,1.22025597899,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
64,0,64,0,2,64,m,m,no,no,True,t,180,l,180,0.740378796705,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
65,0,65,0,2,65,x,x,yes,yes,True,l,180,l,180,0.519765081932,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
66,0,66,0,2,66,x,x,yes,yes,True,j,270,j,270,0.700279774261,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
67,0,67,0,2,67,m,m,no,no,True,s,0,j,270,1.04027202574,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
68,0,68,0,2,68,x,x,yes,yes,True,l,270,l,0,1.0802552239,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
69,0,69,0,2,69,x,x,yes,yes,True,t,180,t,270,1.77993388486,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
70,0,70,0,2,70,m,m,no,no,True,z,0,l,90,2.60034798598,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
71,0,71,0,2,71,m,m,no,no,True,s,0,l,90,0.840546998428,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
72,0,72,0,2,72,x,x,yes,yes,True,i,0,i,0,1.26025787019,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
73,0,73,0,2,73,x,x,yes,yes,True,j,270,j,90,1.45977763936,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
74,0,74,0,2,74,x,x,yes,yes,True,j,90,j,90,0.740099865478,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
75,0,75,0,2,75,m,m,no,no,True,j,90,o,0,0.820242930437,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
76,0,76,0,2,76,m,m,no,no,True,j,90,l,0,1.42001949227,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
77,0,77,0,2,77,x,x,yes,yes,True,j,180,j,0,1.0801177742,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
78,0,78,0,2,78,m,m,no,no,True,z,0,j,270,0.760560809402,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
79,0,79,0,2,79,x,x,yes,yes,True,z,90,z,90,0.700275009265,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
80,0,80,0,2,80,m,m,no,no,True,s,90,z,90,0.935946245794,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
81,0,81,0,2,81,m,m,no,no,True,l,270,o,0,0.620641791145,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
82,0,82,0,2,82,m,m,no,no,True,t,0,l,180,0.860504693235,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
83,0,83,0,2,83,x,m,yes,no,False,i,0,j,180,0.620711432304,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
84,0,84,0,2,84,m,m,no,no,True,t,0,l,90,0.640367470798,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
85,0,85,0,2,85,x,x,yes,yes,True,l,180,l,270,0.800093539176,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
86,0,86,0,2,86,m,m,no,no,True,s,90,i,90,0.620518269716,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
87,0,87,0,2,87,m,m,no,no,True,z,0,j,180,0.720651284209,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
88,0,88,0,2,88,x,x,yes,yes,True,t,90,t,90,1.02020950266,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
89,0,89,0,2,89,m,m,no,no,True,i,0,j,270,0.720035509672,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
90,0,90,0,2,90,x,x,yes,yes,True,j,270,j,0,0.801273040706,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
91,0,91,0,2,91,x,x,yes,yes,True,i,0,i,90,1.00009456545,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
92,0,92,0,2,92,x,x,yes,yes,True,o,0,o,0,0.74026847037,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
93,0,93,0,2,93,x,x,yes,yes,True,t,270,t,90,0.680235944339,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
94,0,94,0,2,94,x,x,yes,yes,True,t,270,t,0,0.940316046239,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
95,0,95,0,2,95,m,m,no,no,True,j,90,t,0,0.680314748781,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
96,0,96,0,2,96,m,m,no,no,True,t,0,z,0,0.66040030471,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
97,0,97,0,2,97,m,m,no,no,True,t,0,j,270,0.620205250918,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
98,0,98,0,2,98,m,m,no,no,True,j,0,o,0,1.16041771509,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
99,0,99,0,2,99,x,x,yes,yes,True,z,90,z,0,1.28016131837,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
100,0,100,0,2,100,x,x,yes,yes,True,l,270,l,180,1.19916753145,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
101,0,101,0,2,101,x,x,yes,yes,True,s,0,s,90,0.960260912543,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
102,0,102,0,2,102,x,x,yes,yes,True,j,270,j,180,0.880318707437,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
103,0,103,0,2,103,x,x,yes,yes,True,l,0,l,270,1.08028271375,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
104,0,104,0,2,104,m,m,no,no,True,t,180,o,0,0.700299933553,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
105,0,105,0,2,105,m,m,no,no,True,l,180,t,0,0.679259501747,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
106,0,106,0,2,106,x,x,yes,yes,True,s,90,s,90,0.623524569208,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
107,0,107,0,2,107,m,m,no,no,True,l,90,t,0,0.641185204848,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
108,0,108,0,2,108,m,m,no,no,True,s,90,o,0,0.639704413596,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
109,0,109,0,2,109,x,x,yes,yes,True,s,90,s,0,0.760139296995,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
110,0,110,0,2,110,x,x,yes,yes,True,l,270,l,270,0.639308558428,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
111,0,111,0,2,111,x,x,yes,yes,True,i,90,i,0,0.719715526793,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
112,0,112,0,2,112,x,x,yes,yes,True,j,90,j,180,0.740265538101,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
113,0,113,0,2,113,m,m,no,no,True,s,0,j,0,0.701033364981,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
114,0,114,0,2,114,m,m,no,no,True,t,180,s,0,0.540308862226,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
115,0,115,0,2,115,x,x,yes,yes,True,j,0,j,0,0.621266729082,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
116,0,116,0,2,116,m,m,no,no,True,i,90,l,270,1.08167003945,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
117,0,117,0,2,117,x,x,yes,yes,True,t,270,t,180,0.920396104339,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
118,0,118,0,2,118,x,x,yes,yes,True,l,0,l,0,1.00060661137,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
119,0,119,0,2,119,x,x,yes,yes,True,t,0,t,180,0.700317893643,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
120,0,120,0,2,120,x,m,yes,no,False,j,180,l,270,0.96055267239,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
0,0,0,0,3,0,x,x,yes,yes,True,j,180,j,270,0.861415893072,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
1,0,1,0,3,1,x,x,yes,yes,True,j,90,j,90,0.580890241428,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
2,0,2,0,3,2,x,x,yes,yes,True,t,180,t,180,0.479679987882,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
3,0,3,0,3,3,m,m,no,no,True,i,0,t,270,0.860349650029,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
4,0,4,0,3,4,x,x,yes,yes,True,l,270,l,0,1.20018282637,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
5,0,5,0,3,5,x,x,yes,yes,True,t,0,t,180,0.700213431846,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
6,0,6,0,3,6,x,x,yes,yes,True,t,180,t,90,0.719418268884,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
7,0,7,0,3,7,m,m,no,no,True,s,0,l,180,0.580090467585,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
8,0,8,0,3,8,x,x,yes,yes,True,z,0,z,90,1.10031004983,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
9,0,9,0,3,9,m,m,no,no,True,z,90,s,90,0.800576628884,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
10,0,10,0,3,10,x,x,yes,yes,True,t,0,t,90,0.620222477941,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
11,0,11,0,3,11,m,m,no,no,True,j,270,l,180,0.961496860138,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
12,0,12,0,3,12,x,x,yes,yes,True,l,0,l,180,0.921396738151,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
13,0,13,0,3,13,m,m,no,no,True,t,270,l,0,0.66032296652,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
14,0,14,0,3,14,m,m,no,no,True,l,180,t,180,0.840216386132,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
15,0,15,0,3,15,x,x,yes,yes,True,j,270,j,0,0.819913417683,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
16,0,16,0,3,16,m,m,no,no,True,s,90,l,180,2.80173597124,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
17,0,17,0,3,17,m,m,no,no,True,t,90,z,90,1.31824294582,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
18,0,18,0,3,18,x,x,yes,yes,True,j,270,j,90,3.1803240953,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
19,0,19,0,3,19,x,x,yes,yes,True,j,0,j,0,0.6402608098,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
20,0,20,0,3,20,x,x,yes,yes,True,l,90,l,0,1.12033445353,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
21,0,21,0,3,21,m,x,no,yes,False,t,270,t,270,0.499970860663,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
22,0,22,0,3,22,x,x,yes,yes,True,s,0,s,90,0.820301575703,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
23,0,23,0,3,23,m,m,no,no,True,i,0,t,180,0.700297367875,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
24,0,24,0,3,24,m,m,no,no,True,i,90,t,90,0.780161135015,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
25,0,25,0,3,25,x,x,yes,yes,True,l,270,l,180,0.881338400766,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
26,0,26,0,3,26,x,x,yes,yes,True,t,90,t,0,0.760269049439,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
27,0,27,0,3,27,x,x,yes,yes,True,j,0,j,90,0.660350089776,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
28,0,28,0,3,28,m,m,no,no,True,j,0,l,180,1.36145786115,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
29,0,29,0,3,29,m,m,no,no,True,l,0,i,90,0.681714536389,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
30,0,30,0,3,30,x,x,yes,yes,True,t,180,t,270,1.38033648417,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
31,0,31,0,3,31,m,m,no,no,True,j,0,i,90,0.740122957039,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
32,0,32,0,3,32,x,x,yes,yes,True,i,0,i,90,0.860440916615,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
33,0,33,0,3,33,x,x,yes,yes,True,l,0,l,90,1.05961724475,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
34,0,34,0,3,34,x,x,yes,yes,True,t,90,t,180,0.799847595743,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
35,0,35,0,3,35,x,x,yes,yes,True,l,180,l,0,0.780302983127,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
36,0,36,0,3,36,m,m,no,no,True,j,90,z,90,0.640154515393,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
37,0,37,0,3,37,m,m,no,no,True,z,0,l,180,0.940468523884,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
38,0,38,0,3,38,m,m,no,no,True,o,0,j,0,0.600404798519,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
39,0,39,0,3,39,x,x,yes,yes,True,i,0,i,0,0.720279986854,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
40,0,40,0,3,40,m,m,no,no,True,o,0,z,0,0.720399842947,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
41,0,41,0,3,41,m,m,no,no,True,t,90,l,90,0.560165394098,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
42,0,42,0,3,42,m,x,no,yes,False,j,0,j,270,1.28053774708,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
43,0,43,0,3,43,m,m,no,no,True,z,0,i,90,0.659148229752,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
44,0,44,0,3,44,x,x,yes,yes,True,t,90,t,90,0.640236618696,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
45,0,45,0,3,45,m,m,no,no,True,t,90,l,180,0.920394271729,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
46,0,46,0,3,46,x,m,yes,no,False,l,90,i,90,0.700179710868,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
47,0,47,0,3,47,m,m,no,no,True,l,180,z,0,0.99876551854,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
48,0,48,0,3,48,m,m,no,no,True,s,0,z,0,1.00177731609,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
49,0,49,0,3,49,x,x,yes,yes,True,l,0,l,270,1.34021950164,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
50,0,50,0,3,50,x,x,yes,yes,True,l,180,l,90,1.42037502863,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
51,0,51,0,3,51,x,x,yes,yes,True,j,180,j,90,0.860309331445,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
52,0,52,0,3,52,x,x,yes,yes,True,j,270,j,270,0.620236772695,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
53,0,53,0,3,53,m,m,no,no,True,o,0,j,180,0.620265728794,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
54,0,54,0,3,54,m,m,no,no,True,l,180,j,270,1.5005426514,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
55,0,55,0,3,55,x,m,yes,no,False,j,90,s,0,0.980360821937,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
56,0,56,0,3,56,m,m,no,no,True,j,270,t,270,0.720167827909,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
57,0,57,0,3,57,m,m,no,no,True,t,0,o,0,0.700394132407,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
58,0,58,0,3,58,m,m,no,no,True,t,180,j,90,0.660248560249,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
59,0,59,0,3,59,m,m,no,no,True,t,0,s,0,0.7207293557,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
60,0,60,0,3,60,m,m,no,no,True,l,270,z,0,1.28015178838,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
61,0,61,0,3,61,x,x,yes,yes,True,i,90,i,90,0.859863994527,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
62,0,62,0,3,62,m,m,no,no,True,j,270,s,90,0.740283498191,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
63,0,63,0,3,63,m,m,no,no,True,l,270,j,270,1.30060650129,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
64,0,64,0,3,64,x,x,yes,yes,True,t,90,t,270,0.698931667721,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
65,0,65,0,3,65,x,x,yes,yes,True,z,90,z,0,1.34010074509,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
66,0,66,0,3,66,m,m,no,no,True,i,0,l,0,0.526630602311,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
67,0,67,0,3,67,x,x,yes,yes,True,l,180,l,270,0.980430829572,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
68,0,68,0,3,68,x,x,yes,yes,True,t,180,t,0,0.68005561037,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
69,0,69,0,3,69,x,x,yes,yes,True,s,90,s,90,0.620392548968,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
70,0,70,0,3,70,m,m,no,no,True,o,0,i,0,0.580161574879,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
71,0,71,0,3,71,x,x,yes,yes,True,t,0,t,0,0.64060828276,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
72,0,72,0,3,72,x,x,yes,yes,True,j,90,j,270,1.26084139,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
73,0,73,0,3,73,x,x,yes,yes,True,t,270,t,180,0.660689132405,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
74,0,74,0,3,74,x,x,yes,yes,True,l,90,l,90,0.540114233503,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
75,0,75,0,3,75,m,m,no,no,True,s,0,t,0,0.680690811132,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
76,0,76,0,3,76,m,m,no,no,True,s,90,j,90,0.640197033295,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
77,0,77,0,3,77,x,x,yes,yes,True,z,90,z,90,0.621080530458,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
78,0,78,0,3,78,x,x,yes,yes,True,l,270,l,90,0.879807761055,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
79,0,79,0,3,79,m,m,no,no,True,i,90,t,270,0.480096735293,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
80,0,80,0,3,80,m,m,no,no,True,o,0,s,90,0.460103486781,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
81,0,81,0,3,81,m,m,no,no,True,z,0,i,0,0.580479725148,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
82,0,82,0,3,82,m,m,no,no,True,j,270,z,0,0.440268580336,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
83,0,83,0,3,83,m,m,no,no,True,j,180,t,180,1.19987933745,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
84,0,84,0,3,84,x,x,yes,yes,True,l,180,l,180,0.620407576789,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
85,0,85,0,3,85,m,m,no,no,True,z,0,o,0,0.480111396522,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
86,0,86,0,3,86,m,x,no,yes,False,o,0,o,0,0.600526487338,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
87,0,87,0,3,87,x,x,yes,yes,True,z,0,z,0,0.778723227908,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
88,0,88,0,3,88,x,x,yes,yes,True,l,90,l,180,1.20030598133,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
89,0,89,0,3,89,x,x,yes,yes,True,j,180,j,0,0.699673895957,2016_Mar_30_1616,49.9827972158,PL-Tetris_2,001,1,
